"experimentPhase"	"trialnum"	"subject"	"task"	"wordEcc"	"noisePercent"	"leftStreamFlip"	"rightStreamFlip"	"rightResponseFirst"	"cueSerialPos0"	"answer0"	"response0"	"correct0"	"responsePosRelative0"	"cueSerialPos1"	"answer1"	"response1"	"correct1"	"responsePosRelative1"	"timingBlips"	"cueResponsePos0"	"cueResponsePos1"	"answerleft"	"correctleft"	"cueSerialPosleft"	"responseleft"	"responsePosRelativeleft"	"answerright"	"correctright"	"cueSerialPosright"	"responseright"	"responsePosRelativeright"
"main"	0	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	13	"Z "	"U "	0	-6	13	"U "	"Y "	0	7	0	7	20	"Z "	"0"	"13"	"U "	" -6"	"U "	"0"	"13"	"Y "	"  7"
"main"	1	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	9	"C "	"O "	0	16	9	"N "	"P "	0	16	0	25	25	"N "	"0"	" 9"	"P "	" 16"	"C "	"0"	" 9"	"O "	" 16"
"main"	2	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	13	"K "	"N "	0	12	13	"I "	"E "	0	12	0	25	25	"K "	"0"	"13"	"N "	" 12"	"I "	"0"	"13"	"E "	" 12"
"main"	3	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	9	"D "	"Y "	0	10	9	"E "	"Z "	0	16	0	19	25	"E "	"0"	" 9"	"Z "	" 16"	"D "	"0"	" 9"	"Y "	" 10"
"main"	4	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	15	"O "	"V "	0	10	15	"S "	"O "	0	10	0	25	25	"S "	"0"	"15"	"O "	" 10"	"O "	"0"	"15"	"V "	" 10"
"main"	5	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	13	"Z "	"A "	0	12	13	"U "	"H "	0	7	0	25	20	"U "	"0"	"13"	"H "	"  7"	"Z "	"0"	"13"	"A "	" 12"
"main"	6	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	11	"R "	"M "	0	13	11	"V "	"U "	0	-7	0	24	4	"R "	"0"	"11"	"M "	" 13"	"V "	"0"	"11"	"U "	" -7"
"main"	7	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	9	"Y "	"D "	0	16	9	"G "	"W "	0	16	0	25	25	"Y "	"0"	" 9"	"D "	" 16"	"G "	"0"	" 9"	"W "	" 16"
"main"	8	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	7	"D "	"R "	0	18	7	"V "	"P "	0	18	0	25	25	"V "	"0"	" 7"	"P "	" 18"	"D "	"0"	" 7"	"R "	" 18"
"main"	9	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	7	"P "	"B "	0	10	7	"C "	"F "	0	18	0	17	25	"P "	"0"	" 7"	"B "	" 10"	"C "	"0"	" 7"	"F "	" 18"
"main"	10	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	7	"P "	"M "	0	18	7	"B "	"A "	0	18	0	25	25	"P "	"0"	" 7"	"M "	" 18"	"B "	"0"	" 7"	"A "	" 18"
"main"	11	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	11	"G "	"P "	0	14	11	"B "	"Y "	0	-11	0	25	0	"B "	"0"	"11"	"Y "	"-11"	"G "	"0"	"11"	"P "	" 14"
"main"	12	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	15	"I "	"N "	0	10	15	"J "	"K "	0	-7	0	25	8	"J "	"0"	"15"	"K "	" -7"	"I "	"0"	"15"	"N "	" 10"
"main"	13	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	15	"F "	"K "	0	-4	15	"R "	"O "	0	10	0	11	25	"F "	"0"	"15"	"K "	" -4"	"R "	"0"	"15"	"O "	" 10"
"main"	14	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	9	"X "	"P "	0	-6	9	"G "	"V "	0	16	0	3	25	"X "	"0"	" 9"	"P "	" -6"	"G "	"0"	" 9"	"V "	" 16"
"main"	15	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	13	"I "	"N "	0	12	13	"U "	"P "	0	12	0	25	25	"U "	"0"	"13"	"P "	" 12"	"I "	"0"	"13"	"N "	" 12"
"main"	16	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	11	"H "	"B "	0	13	11	"S "	"G "	0	14	0	24	25	"S "	"0"	"11"	"G "	" 14"	"H "	"0"	"11"	"B "	" 13"
"main"	17	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	15	"B "	"H "	0	-14	15	"I "	"B "	0	10	0	1	25	"B "	"0"	"15"	"H "	"-14"	"I "	"0"	"15"	"B "	" 10"
"main"	18	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	11	"M "	"E "	0	14	11	"E "	"D "	0	14	0	25	25	"M "	"0"	"11"	"E "	" 14"	"E "	"0"	"11"	"D "	" 14"
"main"	19	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	7	"X "	"C "	0	18	7	"B "	"S "	0	4	0	25	11	"B "	"0"	" 7"	"S "	"  4"	"X "	"0"	" 7"	"C "	" 18"
"main"	20	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	11	"F "	"C "	0	14	11	"X "	"K "	0	8	0	25	19	"X "	"0"	"11"	"K "	"  8"	"F "	"0"	"11"	"C "	" 14"
"main"	21	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	15	"K "	"E "	0	-15	15	"Q "	"X "	0	10	0	0	25	"K "	"0"	"15"	"E "	"-15"	"Q "	"0"	"15"	"X "	" 10"
"main"	22	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	11	"A "	"O "	0	14	11	"Z "	"Y "	0	14	1	25	25	"Z "	"0"	"11"	"Y "	" 14"	"A "	"0"	"11"	"O "	" 14"
"main"	23	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	9	"F "	"Z "	0	16	9	"J "	"P "	0	16	0	25	25	"J "	"0"	" 9"	"P "	" 16"	"F "	"0"	" 9"	"Z "	" 16"
"main"	24	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	7	"X "	"M "	0	17	7	"U "	"W "	0	15	0	24	22	"U "	"0"	" 7"	"W "	" 15"	"X "	"0"	" 7"	"M "	" 17"
"main"	25	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	15	"J "	"Z "	0	10	15	"W "	"D "	0	10	0	25	25	"J "	"0"	"15"	"Z "	" 10"	"W "	"0"	"15"	"D "	" 10"
"main"	26	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	13	"A "	"N "	0	12	13	"C "	"Y "	0	12	1	25	25	"A "	"0"	"13"	"N "	" 12"	"C "	"0"	"13"	"Y "	" 12"
"main"	27	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	9	"E "	"G "	0	16	9	"E "	"I "	0	11	0	25	20	"E "	"0"	" 9"	"G "	" 16"	"E "	"0"	" 9"	"I "	" 11"
"main"	28	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	7	"X "	"M "	0	12	7	"A "	"J "	0	18	0	19	25	"X "	"0"	" 7"	"M "	" 12"	"A "	"0"	" 7"	"J "	" 18"
"main"	29	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	11	"U "	"G "	0	14	11	"W "	"I "	0	14	0	25	25	"U "	"0"	"11"	"G "	" 14"	"W "	"0"	"11"	"I "	" 14"
"main"	30	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	13	"Y "	"L "	0	6	13	"X "	"T "	0	7	0	19	20	"Y "	"0"	"13"	"L "	"  6"	"X "	"0"	"13"	"T "	"  7"
"main"	31	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	15	"R "	"D "	0	10	15	"L "	"P "	0	-15	0	25	0	"L "	"0"	"15"	"P "	"-15"	"R "	"0"	"15"	"D "	" 10"
"main"	32	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	7	"E "	"P "	0	18	7	"J "	"X "	0	18	0	25	25	"E "	"0"	" 7"	"P "	" 18"	"J "	"0"	" 7"	"X "	" 18"
"main"	33	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	15	"L "	"Y "	0	10	15	"F "	"Q "	0	10	0	25	25	"F "	"0"	"15"	"Q "	" 10"	"L "	"0"	"15"	"Y "	" 10"
"main"	34	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	7	"S "	"V "	0	18	7	"U "	"A "	0	18	0	25	25	"U "	"0"	" 7"	"A "	" 18"	"S "	"0"	" 7"	"V "	" 18"
"main"	35	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	13	"G "	"O "	0	12	13	"E "	"I "	0	1	0	25	14	"E "	"0"	"13"	"I "	"  1"	"G "	"0"	"13"	"O "	" 12"
"main"	36	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	11	"W "	"L "	0	-5	11	"I "	"X "	0	14	1	6	25	"W "	"0"	"11"	"L "	" -5"	"I "	"0"	"11"	"X "	" 14"
"main"	37	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	9	"A "	"J "	0	16	9	"Z "	"Y "	0	16	0	25	25	"A "	"0"	" 9"	"J "	" 16"	"Z "	"0"	" 9"	"Y "	" 16"
"main"	38	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	13	"E "	"W "	0	-10	13	"U "	"L "	0	12	0	3	25	"U "	"0"	"13"	"L "	" 12"	"E "	"0"	"13"	"W "	"-10"
"main"	39	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	9	"U "	"W "	0	16	9	"G "	"E "	0	-9	0	25	0	"G "	"0"	" 9"	"E "	" -9"	"U "	"0"	" 9"	"W "	" 16"
"main"	40	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	11	"H "	"W "	0	14	11	"L "	"I "	0	14	0	25	25	"L "	"0"	"11"	"I "	" 14"	"H "	"0"	"11"	"W "	" 14"
"main"	41	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	13	"F "	"H "	0	12	13	"O "	"T "	0	12	0	25	25	"O "	"0"	"13"	"T "	" 12"	"F "	"0"	"13"	"H "	" 12"
"main"	42	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	13	"X "	"Z "	0	-13	13	"G "	"U "	0	12	0	0	25	"X "	"0"	"13"	"Z "	"-13"	"G "	"0"	"13"	"U "	" 12"
"main"	43	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	9	"Q "	"E "	0	16	9	"H "	"I "	0	-9	0	25	0	"H "	"0"	" 9"	"I "	" -9"	"Q "	"0"	" 9"	"E "	" 16"
"main"	44	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	13	"I "	"P "	0	12	13	"F "	"H "	0	-13	0	25	0	"F "	"0"	"13"	"H "	"-13"	"I "	"0"	"13"	"P "	" 12"
"main"	45	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	7	"P "	"H "	0	18	7	"R "	"O "	0	18	0	25	25	"P "	"0"	" 7"	"H "	" 18"	"R "	"0"	" 7"	"O "	" 18"
"main"	46	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	9	"N "	"E "	0	16	9	"E "	"U "	0	16	0	25	25	"N "	"0"	" 9"	"E "	" 16"	"E "	"0"	" 9"	"U "	" 16"
"main"	47	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	9	"B "	"A "	0	2	9	"J "	"D "	0	-9	0	11	0	"J "	"0"	" 9"	"D "	" -9"	"B "	"0"	" 9"	"A "	"  2"
"main"	48	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	11	"M "	"F "	0	14	11	"A "	"F "	0	14	0	25	25	"M "	"0"	"11"	"F "	" 14"	"A "	"0"	"11"	"F "	" 14"
"main"	49	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	15	"U "	"B "	0	10	15	"P "	"N "	0	-15	0	25	0	"P "	"0"	"15"	"N "	"-15"	"U "	"0"	"15"	"B "	" 10"
"main"	50	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	9	"M "	"F "	0	-9	9	"M "	"G "	0	16	0	0	25	"M "	"0"	" 9"	"F "	" -9"	"M "	"0"	" 9"	"G "	" 16"
"main"	51	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	7	"P "	"M "	0	-7	7	"U "	"E "	0	7	0	0	14	"P "	"0"	" 7"	"M "	" -7"	"U "	"0"	" 7"	"E "	"  7"
"main"	52	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	15	"I "	"N "	0	10	15	"L "	"E "	0	10	0	25	25	"L "	"0"	"15"	"E "	" 10"	"I "	"0"	"15"	"N "	" 10"
"main"	53	"36-1 "	" T1 "	1	0	"False "	"False "	"True "	7	"B "	"E "	0	18	7	"E "	"X "	0	18	0	25	25	"E "	"0"	" 7"	"X "	" 18"	"B "	"0"	" 7"	"E "	" 18"
"main"	54	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	13	"C "	"J "	0	12	13	"R "	"J "	0	12	0	25	25	"C "	"0"	"13"	"J "	" 12"	"R "	"0"	"13"	"J "	" 12"
"main"	55	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	11	"A "	"C "	0	-10	11	"H "	"I "	0	8	0	1	19	"A "	"0"	"11"	"C "	"-10"	"H "	"0"	"11"	"I "	"  8"
"main"	56	"36-1 "	" T1 "	1	0	"False "	"False "	"False "	15	"P "	"E "	0	-15	15	"X "	"E "	0	10	0	0	25	"P "	"0"	"15"	"E "	"-15"	"X "	"0"	"15"	"E "	" 10"
"main"	57	"36-1 "	" T1 "	6	0	"False "	"False "	"False "	15	"L "	"Y "	0	-15	15	"U "	"D "	0	-1	0	0	14	"L "	"0"	"15"	"Y "	"-15"	"U "	"0"	"15"	"D "	" -1"
"main"	58	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	11	"N "	"F "	0	6	11	"E "	"G "	0	-11	0	17	0	"E "	"0"	"11"	"G "	"-11"	"N "	"0"	"11"	"F "	"  6"
"main"	59	"36-1 "	" T1 "	6	0	"False "	"False "	"True "	7	"M "	"P "	0	8	7	"P "	"Z "	0	-7	0	15	0	"P "	"0"	" 7"	"Z "	" -7"	"M "	"0"	" 7"	"P "	"  8"
